Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method,cluster,Sales_Level
Foot Locker,1185732,11/27/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,60.0,145,870,583.0,Online,0,High
West Gear,1128299,2/12/2020,West,Nevada,Las Vegas,Women's Apparel,78.0,145,1131,339.0,Online,1,Low
Sports Direct,1197831,4/13/2021,South,Tennessee,Knoxville,Men's Apparel,43.0,145,624,299.0,Online,0,High
Foot Locker,1185732,7/2/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,41.0,145,595,315.0,Online,0,High
Sports Direct,1197831,9/4/2021,South,Alabama,Birmingham,Men's Apparel,49.0,145,711,391.0,Online,0,High
Sports Direct,1197831,10/10/2021,South,Alabama,Birmingham,Men's Apparel,58.0,145,841,471.0,Online,0,High
Sports Direct,1128299,12/9/2021,West,Hawaii,Honolulu,Women's Athletic Footwear,73.0,145,1059,370.0,Online,0,High
West Gear,1185732,1/12/2021,Southeast,Florida,Orlando,Women's Athletic Footwear,37.0,145,537,220.0,Online,0,High
Kohl's,1185732,1/14/2021,Northeast,New York,Albany,Men's Apparel,49.0,145,711,320.0,Online,0,High
Kohl's,1185732,2/12/2021,Northeast,New York,Albany,Men's Athletic Footwear,37.0,145,537,220.0,Online,0,High
Kohl's,1185732,2/12/2021,West,Wyoming,Cheyenne,Men's Apparel,47.0,145,682,279.0,Online,0,High
Kohl's,1185732,4/11/2021,West,Wyoming,Cheyenne,Women's Street Footwear,28.0,145,406,187.0,Online,0,High
Kohl's,1185732,5/10/2021,West,Wyoming,Cheyenne,Women's Street Footwear,39.0,145,566,277.0,Online,0,High
Foot Locker,1185732,12/10/2021,West,Wyoming,Cheyenne,Men's Apparel,54.0,145,783,352.0,Online,0,High
Sports Direct,1185732,9/15/2021,Midwest,Michigan,Detroit,Women's Street Footwear,34.0,145,493,207.0,Online,0,High
Sports Direct,1185732,11/16/2021,Midwest,Michigan,Detroit,Men's Athletic Footwear,42.0,145,609,335.0,Online,0,High
West Gear,1185732,12/10/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,28.0,145,406,199.0,Online,0,High
West Gear,1128299,5/25/2021,West,Oregon,Portland,Men's Street Footwear,48.0,145,696,313.0,Online,0,High
West Gear,1128299,9/18/2021,South,Louisiana,New Orleans,Men's Street Footwear,43.0,145,624,343.0,Online,0,High
Foot Locker,1128299,3/22/2021,West,Arizona,Phoenix,Men's Street Footwear,37.0,145,537,252.0,Online,0,High
Foot Locker,1128299,10/23/2021,West,Arizona,Phoenix,Men's Athletic Footwear,47.0,145,682,361.0,Online,0,High
Kohl's,1128299,7/25/2021,West,New Mexico,Albuquerque,Men's Apparel,57.0,145,827,355.0,Online,0,High
Sports Direct,1128299,12/25/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,55.0,145,798,367.0,Online,0,High
Sports Direct,1128299,2/13/2021,West,New Mexico,Albuquerque,Men's Street Footwear,29.0,145,421,223.0,Online,0,High
Walmart,1185732,10/18/2021,South,Mississippi,Jackson,Men's Athletic Footwear,25.0,145,363,163.0,Online,0,High
Kohl's,1197831,10/14/2021,Midwest,Kansas,Wichita,Men's Street Footwear,29.0,145,421,193.0,Online,0,High
Foot Locker,1185732,2/6/2021,Midwest,North Dakota,Fargo,Men's Street Footwear,28.0,145,406,179.0,Online,0,High
Foot Locker,1185732,7/13/2021,Northeast,Delaware,Wilmington,Women's Apparel,55.0,145,798,399.0,Online,0,High
Foot Locker,1185732,1/24/2021,Northeast,New Hampshire,Manchester,Men's Street Footwear,52.0,145,754,347.0,Online,0,High
Sports Direct,1197831,10/7/2021,South,Texas,Dallas,Women's Athletic Footwear,30.0,145,435,235.0,Outlet,0,High
West Gear,1128299,1/9/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,35.0,145,508,157.0,Outlet,0,High
West Gear,1128299,2/4/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,47.0,145,682,307.0,Outlet,0,High
West Gear,1128299,3/16/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,31.0,145,450,112.0,Outlet,0,High
Sports Direct,1197831,3/27/2021,South,Tennessee,Knoxville,Women's Apparel,25.0,145,363,221.0,Outlet,0,High
West Gear,1128299,11/24/2021,West,Oregon,Portland,Men's Apparel,50.0,145,725,334.0,Outlet,0,High
Foot Locker,1128299,1/23/2021,West,Idaho,Boise,Women's Street Footwear,31.0,145,450,175.0,Outlet,0,High
Foot Locker,1128299,7/22/2021,West,Arizona,Phoenix,Men's Apparel,40.0,145,580,215.0,Outlet,0,High
Foot Locker,1128299,7/22/2021,West,Arizona,Phoenix,Women's Apparel,46.0,145,667,200.0,Outlet,0,High
Foot Locker,1128299,9/24/2021,West,Arizona,Phoenix,Women's Street Footwear,34.0,145,493,182.0,Outlet,0,High
Kohl's,1128299,9/27/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,37.0,145,537,220.0,Outlet,0,High
Kohl's,1128299,9/27/2021,West,New Mexico,Albuquerque,Men's Apparel,40.0,145,580,203.0,Outlet,0,High
Sports Direct,1128299,5/14/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,40.0,145,580,226.0,Outlet,0,High
Sports Direct,1128299,11/13/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,39.0,145,566,226.0,Outlet,0,High
Walmart,1185732,9/16/2021,South,Mississippi,Jackson,Women's Street Footwear,15.0,145,218,102.0,Outlet,0,High
Walmart,1197831,2/21/2021,South,Arkansas,Little Rock,Women's Apparel,16.0,145,232,97.0,Outlet,0,High
Walmart,1197831,5/19/2021,South,Arkansas,Little Rock,Women's Apparel,33.0,145,479,225.0,Outlet,0,High
Amazon,1185732,7/10/2021,Northeast,Vermont,Burlington,Men's Athletic Footwear,42.0,145,609,305.0,Outlet,0,High
Amazon,1185732,12/10/2021,Northeast,Vermont,Burlington,Women's Apparel,60.0,145,870,409.0,Outlet,0,High
Amazon,1185732,8/18/2021,Northeast,New Hampshire,Manchester,Women's Apparel,46.0,145,667,247.0,Outlet,0,High
Foot Locker,1185732,6/12/2021,Midwest,Illinois,Chicago,Men's Street Footwear,47.0,144,677,372.0,Online,0,High
Sports Direct,1197831,10/6/2021,South,Texas,Dallas,Women's Street Footwear,41.0,144,590,307.0,Online,0,High
West Gear,1128299,4/15/2020,West,Colorado,Denver,Men's Athletic Footwear,59.0,144,850,425.0,Online,0,High
West Gear,1128299,7/5/2020,West,Washington,Seattle,Men's Apparel,77.0,144,1109,388.0,Online,1,Low
Sports Direct,1197831,9/19/2021,South,Alabama,Birmingham,Men's Athletic Footwear,50.0,144,720,454.0,Online,0,High
Sports Direct,1197831,10/2/2021,South,Alabama,Birmingham,Women's Street Footwear,43.0,144,619,396.0,Online,0,High
Amazon,1185732,11/5/2021,Northeast,Maine,Portland,Men's Street Footwear,52.0,144,749,337.0,Online,0,High
Walmart,1128299,10/17/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,59.0,144,850,323.0,Online,0,High
West Gear,1185732,6/10/2021,Northeast,New York,Albany,Women's Athletic Footwear,49.0,144,706,289.0,Online,0,High
West Gear,1185732,11/9/2021,Northeast,New York,Albany,Women's Athletic Footwear,47.0,144,677,271.0,Online,0,High
Sports Direct,1185732,8/16/2021,Midwest,Michigan,Detroit,Women's Street Footwear,42.0,144,605,254.0,Online,0,High
Foot Locker,1185732,4/18/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,33.0,144,475,247.0,Online,0,High
Foot Locker,1185732,3/5/2021,Southeast,South Carolina,Charleston,Women's Athletic Footwear,27.0,144,389,163.0,Online,0,High
Sports Direct,1185732,4/3/2021,Southeast,North Carolina,Charlotte,Women's Street Footwear,20.0,144,288,158.0,Online,0,High
Sports Direct,1185732,12/16/2021,South,Mississippi,Jackson,Women's Apparel,71.0,144,1022,624.0,Online,0,High
Kohl's,1197831,6/14/2021,Midwest,Kansas,Wichita,Men's Street Footwear,37.0,144,533,266.0,Online,0,High
Foot Locker,1185732,2/15/2021,Northeast,Maryland,Baltimore,Men's Street Footwear,39.0,144,562,281.0,Online,0,High
Kohl's,1185732,3/6/2021,Northeast,New Jersey,Newark,Men's Street Footwear,32.0,144,461,212.0,Online,0,High
West Gear,1128299,2/21/2020,West,Nevada,Las Vegas,Women's Street Footwear,46.0,144,662,272.0,Outlet,0,High
Sports Direct,1197831,8/12/2021,South,Alabama,Birmingham,Women's Apparel,27.0,144,389,222.0,Outlet,0,High
Sports Direct,1197831,8/15/2021,South,Alabama,Birmingham,Women's Street Footwear,20.0,144,288,147.0,Outlet,0,High
Foot Locker,1128299,11/24/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,36.0,144,518,202.0,Outlet,0,High
Foot Locker,1185732,12/17/2021,Northeast,New Hampshire,Manchester,Women's Apparel,61.0,144,878,351.0,Outlet,0,High
Foot Locker,1185732,12/9/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,62.0,143,887,532.0,Online,0,High
West Gear,1128299,1/20/2020,West,Nevada,Las Vegas,Men's Street Footwear,58.0,143,829,423.0,Online,0,High
West Gear,1128299,2/9/2020,West,Nevada,Las Vegas,Women's Street Footwear,61.0,143,872,462.0,Online,0,High
West Gear,1128299,4/23/2020,West,Colorado,Denver,Women's Athletic Footwear,61.0,143,872,454.0,Online,0,High
West Gear,1128299,4/28/2020,West,Colorado,Denver,Women's Street Footwear,67.0,143,958,546.0,Online,0,High
Kohl's,1189833,2/4/2021,Midwest,Montana,Billings,Women's Street Footwear,44.0,143,629,371.0,Online,0,High
Kohl's,1189833,2/7/2021,Midwest,Montana,Billings,Women's Apparel,58.0,143,829,290.0,Online,0,High
Kohl's,1189833,3/7/2021,Midwest,Montana,Billings,Women's Athletic Footwear,43.0,143,615,314.0,Online,0,High
Sports Direct,1197831,9/29/2021,South,Alabama,Birmingham,Women's Apparel,36.0,143,515,386.0,Online,0,High
Sports Direct,1197831,10/9/2021,South,Alabama,Birmingham,Women's Athletic Footwear,63.0,143,901,676.0,Online,0,High
Amazon,1185732,11/17/2021,Northeast,Maine,Portland,Men's Street Footwear,51.0,143,729,357.0,Online,0,High
Foot Locker,1128299,2/10/2021,West,Alaska,Anchorage,Men's Street Footwear,33.0,143,472,170.0,Online,0,High
Foot Locker,1128299,5/11/2021,West,Hawaii,Honolulu,Women's Apparel,69.0,143,987,543.0,Online,0,High
Walmart,1128299,8/17/2021,Southeast,Florida,Orlando,Women's Athletic Footwear,77.0,143,1101,462.0,Online,1,Low
Walmart,1128299,8/17/2021,Southeast,Florida,Orlando,Men's Apparel,74.0,143,1058,328.0,Online,0,High
Kohl's,1185732,2/12/2021,Northeast,New York,Albany,Women's Street Footwear,29.0,143,415,203.0,Online,0,High
Kohl's,1185732,8/11/2021,West,Wyoming,Cheyenne,Women's Street Footwear,38.0,143,543,245.0,Online,0,High
Kohl's,1185732,11/11/2021,West,Wyoming,Cheyenne,Men's Apparel,51.0,143,729,299.0,Online,0,High
Foot Locker,1128299,3/23/2021,Southeast,Virginia,Richmond,Men's Street Footwear,38.0,143,543,255.0,Online,0,High
Sports Direct,1185732,3/15/2021,Midwest,Michigan,Detroit,Women's Apparel,33.0,143,472,326.0,Online,0,High
Sports Direct,1185732,7/15/2021,Midwest,Michigan,Detroit,Men's Apparel,54.0,143,772,394.0,Online,0,High
Foot Locker,1185732,12/15/2021,Midwest,Michigan,Detroit,Men's Apparel,55.0,143,787,409.0,Online,0,High
Foot Locker,1185732,8/18/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,38.0,143,543,250.0,Online,0,High
West Gear,1185732,1/11/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,14.0,143,200,94.0,Online,0,High
West Gear,1128299,12/23/2021,West,Oregon,Portland,Women's Athletic Footwear,67.0,143,958,431.0,Online,0,High
West Gear,1197831,1/5/2021,South,Louisiana,New Orleans,Women's Apparel,34.0,143,486,292.0,Online,0,High
West Gear,1197831,6/4/2021,West,Idaho,Boise,Women's Athletic Footwear,48.0,143,686,405.0,Online,0,High
Foot Locker,1128299,2/23/2021,West,Idaho,Boise,Men's Street Footwear,29.0,143,415,207.0,Online,0,High
Kohl's,1128299,8/26/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,55.0,143,787,370.0,Online,0,High
Kohl's,1128299,9/27/2021,West,New Mexico,Albuquerque,Women's Street Footwear,46.0,143,658,309.0,Online,0,High
Sports Direct,1128299,7/12/2021,Southeast,Georgia,Atlanta,Women's Apparel,67.0,143,958,364.0,Online,0,High
Amazon,1185732,2/11/2021,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,33.0,143,472,236.0,Online,0,High
Amazon,1185732,2/11/2021,Midwest,Ohio,Columbus,Women's Apparel,29.0,143,415,253.0,Online,0,High
Amazon,1185732,5/9/2021,Midwest,Ohio,Columbus,Women's Street Footwear,39.0,143,558,284.0,Online,0,High
Amazon,1185732,5/9/2021,Midwest,Ohio,Columbus,Women's Apparel,53.0,143,758,485.0,Online,0,High
Foot Locker,1185732,6/18/2021,South,Mississippi,Jackson,Women's Street Footwear,41.0,143,586,322.0,Online,0,High
Walmart,1197831,8/20/2021,South,Arkansas,Little Rock,Women's Apparel,50.0,143,715,372.0,Online,0,High
West Gear,1197831,11/20/2021,South,Arkansas,Little Rock,Men's Street Footwear,24.0,143,343,172.0,Online,0,High
Kohl's,1197831,5/12/2021,Midwest,Kansas,Wichita,Men's Street Footwear,36.0,143,515,232.0,Online,0,High
West Gear,1185732,9/4/2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,33.0,143,472,193.0,Online,0,High
West Gear,1185732,4/17/2021,Northeast,West Virginia,Charleston,Men's Street Footwear,27.0,143,386,197.0,Online,0,High
Sports Direct,1185732,7/3/2021,Northeast,Connecticut,Hartford,Women's Apparel,56.0,143,801,384.0,Online,0,High
Foot Locker,1185732,8/7/2021,Northeast,Rhode Island,Providence,Men's Street Footwear,46.0,143,658,316.0,Online,0,High
Sports Direct,1197831,8/19/2021,South,Texas,Dallas,Women's Street Footwear,27.0,143,386,135.0,Outlet,0,High
Foot Locker,1185732,12/27/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,53.0,143,758,462.0,Outlet,0,High
Sports Direct,1197831,3/21/2021,South,Tennessee,Knoxville,Women's Apparel,28.0,143,400,224.0,Outlet,0,High
Sports Direct,1197831,4/25/2021,South,Tennessee,Knoxville,Men's Apparel,35.0,143,501,225.0,Outlet,0,High
Foot Locker,1128299,11/24/2021,Southeast,Virginia,Richmond,Women's Street Footwear,33.0,143,472,184.0,Outlet,0,High
West Gear,1128299,3/23/2021,West,Oregon,Portland,Men's Street Footwear,28.0,143,400,160.0,Outlet,0,High
West Gear,1128299,8/17/2021,South,Louisiana,New Orleans,Women's Athletic Footwear,55.0,143,787,370.0,Outlet,0,High
Foot Locker,1128299,6/23/2021,West,Arizona,Phoenix,Men's Athletic Footwear,36.0,143,515,216.0,Outlet,0,High
Foot Locker,1128299,12/12/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,40.0,143,572,246.0,Outlet,0,High
Walmart,1185732,7/16/2021,South,Mississippi,Jackson,Women's Athletic Footwear,33.0,143,472,203.0,Outlet,0,High
Sports Direct,1185732,12/16/2021,South,Mississippi,Jackson,Women's Athletic Footwear,41.0,143,586,276.0,Outlet,0,High
West Gear,1197831,6/21/2021,South,Oklahoma,Oklahoma City,Women's Apparel,40.0,143,572,240.0,Outlet,0,High
Sports Direct,1197831,9/26/2021,South,Texas,Dallas,Men's Apparel,53.0,142,753,361.0,Online,0,High
Sports Direct,1197831,4/6/2021,South,Tennessee,Knoxville,Women's Athletic Footwear,27.0,142,383,230.0,Online,0,High
Foot Locker,1128299,8/10/2021,West,Hawaii,Honolulu,Women's Athletic Footwear,67.0,142,951,362.0,Online,0,High
Sports Direct,1128299,12/9/2021,West,Hawaii,Honolulu,Women's Apparel,89.0,142,1264,632.0,Online,1,Low
Foot Locker,1128299,6/24/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,72.0,142,1022,501.0,Online,0,High
Foot Locker,1128299,10/24/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,51.0,142,724,355.0,Online,0,High
Sports Direct,1185732,8/16/2021,Midwest,Michigan,Detroit,Women's Athletic Footwear,34.0,142,483,217.0,Online,0,High
Foot Locker,1185732,6/18/2021,Midwest,Missouri,St. Louis,Women's Apparel,42.0,142,596,388.0,Online,0,High
West Gear,1128299,10/24/2021,West,Oregon,Portland,Men's Athletic Footwear,50.0,142,710,327.0,Online,0,High
West Gear,1128299,4/17/2021,South,Louisiana,New Orleans,Men's Street Footwear,48.0,142,682,354.0,Online,0,High
Sports Direct,1197831,10/4/2021,West,Idaho,Boise,Women's Apparel,42.0,142,596,394.0,Online,0,High
Foot Locker,1197831,12/4/2021,West,Idaho,Boise,Women's Athletic Footwear,59.0,142,838,545.0,Online,0,High
Foot Locker,1128299,7/22/2021,West,Arizona,Phoenix,Men's Athletic Footwear,50.0,142,710,362.0,Online,0,High
Kohl's,1128299,8/26/2021,West,New Mexico,Albuquerque,Women's Street Footwear,58.0,142,824,379.0,Online,0,High
Sports Direct,1128299,4/13/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,45.0,142,639,326.0,Online,0,High
Sports Direct,1128299,6/13/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,52.0,142,738,354.0,Online,0,High
Sports Direct,1128299,10/13/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,47.0,142,667,347.0,Online,0,High
Sports Direct,1185732,2/4/2021,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,29.0,142,412,206.0,Online,0,High
Amazon,1185732,6/11/2021,Midwest,Ohio,Columbus,Women's Street Footwear,49.0,142,696,376.0,Online,0,High
West Gear,1185732,12/9/2021,Midwest,Ohio,Columbus,Men's Apparel,68.0,142,966,473.0,Online,0,High
Amazon,1185732,6/22/2021,Southeast,Kentucky,Louisville,Men's Street Footwear,36.0,142,511,256.0,Online,0,High
Foot Locker,1185732,1/20/2021,Southeast,Kentucky,Louisville,Men's Athletic Footwear,29.0,142,412,185.0,Online,0,High
Walmart,1185732,7/16/2021,South,Mississippi,Jackson,Women's Street Footwear,48.0,142,682,341.0,Online,0,High
West Gear,1197831,7/19/2021,South,Oklahoma,Oklahoma City,Women's Apparel,61.0,142,866,468.0,Online,0,High
Foot Locker,1185732,9/13/2021,Northeast,Delaware,Wilmington,Men's Street Footwear,50.0,142,710,348.0,Online,0,High
Sports Direct,1185732,5/3/2021,Northeast,Connecticut,Hartford,Men's Street Footwear,54.0,142,767,391.0,Online,0,High
Amazon,1185732,3/10/2021,Northeast,Vermont,Burlington,Men's Street Footwear,44.0,142,625,375.0,Online,0,High
West Gear,1185732,3/2/2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,19.0,141,268,110.0,Online,0,High
West Gear,1128299,11/11/2020,West,California,San Francisco,Men's Apparel,50.0,140,700,427.0,Online,0,High
Sports Direct,1197831,8/22/2021,South,Texas,Dallas,Women's Apparel,32.0,140,448,251.0,Online,0,High
West Gear,1128299,4/30/2020,West,Colorado,Denver,Men's Apparel,74.0,140,1036,756.0,Online,0,High
Sports Direct,1197831,5/19/2021,South,Tennessee,Knoxville,Men's Apparel,50.0,140,700,350.0,Online,0,High
Amazon,1185732,10/18/2021,Northeast,Maine,Portland,Men's Street Footwear,38.0,140,532,261.0,Online,0,High
Walmart,1128299,11/10/2021,West,Hawaii,Honolulu,Women's Apparel,82.0,140,1148,597.0,Online,1,Low
Walmart,1128299,9/18/2021,Southeast,Florida,Orlando,Men's Street Footwear,58.0,140,812,325.0,Online,0,High
Kohl's,1185732,4/11/2021,West,Wyoming,Cheyenne,Men's Athletic Footwear,39.0,140,546,246.0,Online,0,High
Kohl's,1185732,6/12/2021,West,Wyoming,Cheyenne,Women's Athletic Footwear,38.0,140,532,250.0,Online,0,High
Kohl's,1185732,8/11/2021,West,Wyoming,Cheyenne,Men's Apparel,47.0,140,658,270.0,Online,0,High
West Gear,1128299,2/17/2021,West,Oregon,Portland,Men's Street Footwear,33.0,140,462,245.0,Online,0,High
Kohl's,1128299,7/25/2021,West,New Mexico,Albuquerque,Women's Apparel,69.0,140,966,367.0,Online,0,High
Kohl's,1128299,11/26/2021,West,New Mexico,Albuquerque,Women's Apparel,72.0,140,1008,393.0,Online,0,High
Sports Direct,1185732,4/3/2021,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,24.0,140,336,181.0,Online,0,High
Amazon,1185732,6/11/2021,Midwest,Ohio,Columbus,Women's Athletic Footwear,49.0,140,686,350.0,Online,0,High
Amazon,1185732,11/10/2021,Midwest,Ohio,Columbus,Men's Athletic Footwear,24.0,140,336,151.0,Online,0,High
Foot Locker,1185732,5/16/2021,South,Mississippi,Jackson,Women's Apparel,47.0,140,658,421.0,Online,0,High
West Gear,1197831,12/19/2021,South,Arkansas,Little Rock,Men's Athletic Footwear,54.0,140,756,355.0,Online,0,High
Kohl's,1197831,7/12/2021,Midwest,Kansas,Wichita,Women's Apparel,60.0,140,840,412.0,Online,0,High
Sports Direct,1185732,12/11/2021,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,58.0,140,812,374.0,Online,0,High
West Gear,1185732,2/3/2021,Midwest,Iowa,Des Moines,Men's Street Footwear,29.0,140,406,166.0,Online,0,High
West Gear,1185732,1/10/2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,32.0,140,448,233.0,Online,0,High
Sports Direct,1185732,2/15/2021,Northeast,Rhode Island,Providence,Men's Street Footwear,36.0,140,504,207.0,Online,0,High
Kohl's,1189833,3/17/2021,West,California,Los Angeles,Men's Apparel,40.0,140,560,319.0,Outlet,0,High
Kohl's,1189833,4/17/2021,West,California,Los Angeles,Men's Apparel,38.0,140,532,314.0,Outlet,0,High
Sports Direct,1197831,8/26/2021,South,Texas,Dallas,Women's Athletic Footwear,26.0,140,364,171.0,Outlet,0,High
Foot Locker,1185732,11/9/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,35.0,140,490,279.0,Outlet,0,High
West Gear,1128299,1/4/2020,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,36.0,140,504,237.0,Outlet,0,High
West Gear,1128299,1/10/2020,West,Nevada,Las Vegas,Women's Street Footwear,31.0,140,434,187.0,Outlet,0,High
