InvoiceDate,Retailer,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method,Sales_Level,month_year
22523,Sports Direct,South,Texas,Dallas,Women's Street Footwear,20,179,358,140,Outlet,High,22281
22617,Foot Locker,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,51,179,913,529,Outlet,High,22281
21960,West Gear,West,Nevada,Las Vegas,Women's Street Footwear,44,179,788,331,Outlet,Low,21915
22376,Sports Direct,South,Tennessee,Knoxville,Women's Athletic Footwear,20,179,358,193,Outlet,High,22281
22408,Sports Direct,South,Tennessee,Knoxville,Women's Apparel,29,179,519,348,Outlet,High,22281
22533,Sports Direct,South,Alabama,Birmingham,Men's Apparel,35,179,627,326,Outlet,High,22281
22503,West Gear,West,Utah,Salt Lake City,Men's Athletic Footwear,28,179,501,211,Outlet,High,22281
22455,West Gear,West,Oregon,Portland,Women's Athletic Footwear,62,179,1110,455,Outlet,High,22281
22355,West Gear,South,Louisiana,New Orleans,Men's Street Footwear,29,179,519,239,Outlet,Low,22281
22557,Sports Direct,West,Idaho,Boise,Women's Street Footwear,31,179,555,233,Outlet,High,22281
22557,Sports Direct,West,Idaho,Boise,Women's Apparel,34,179,609,359,Outlet,High,22281
22383,Sports Direct,Southeast,Georgia,Atlanta,Men's Street Footwear,37,179,662,285,Outlet,Low,22281
22509,Walmart,South,Mississippi,Jackson,Women's Street Footwear,37,179,662,291,Outlet,Low,22281
22419,West Gear,South,Oklahoma,Oklahoma City,Men's Street Footwear,28,179,501,216,Outlet,High,22281
22294,Amazon,Northeast,Massachusetts,Boston,Men's Street Footwear,35,179,627,326,Outlet,Low,22281
22533,Amazon,Northeast,Vermont,Burlington,Men's Street Footwear,44,179,788,386,Outlet,High,22281
22404,Sports Direct,South,Tennessee,Knoxville,Men's Athletic Footwear,25,178,445,214,Outlet,High,22281
22418,West Gear,South,Louisiana,New Orleans,Women's Apparel,46,178,819,328,Outlet,Low,22281
22303,West Gear,South,Arkansas,Little Rock,Men's Street Footwear,17,178,303,142,Outlet,High,22281
22410,Amazon,Northeast,Vermont,Burlington,Men's Street Footwear,48,177,850,433,Outlet,Low,22281
22123,Sports Direct,South,Texas,Houston,Women's Street Footwear,32,176,563,253,Online,High,21915
22357,Kohl's,West,California,Los Angeles,Women's Apparel,41,176,722,216,Online,Low,22281
22410,Kohl's,West,California,Los Angeles,Women's Athletic Footwear,46,176,810,405,Online,Low,22281
22415,Kohl's,West,California,Los Angeles,Women's Street Footwear,49,176,862,440,Online,Low,22281
22418,Kohl's,West,California,Los Angeles,Women's Apparel,62,176,1091,382,Online,High,22281
22422,Kohl's,West,California,Los Angeles,Women's Athletic Footwear,47,176,827,372,Online,Low,22281
22509,Sports Direct,South,Texas,Dallas,Men's Street Footwear,23,176,405,174,Online,High,22281
22535,Sports Direct,South,Texas,Dallas,Women's Street Footwear,44,176,774,364,Online,Low,22281
22552,Sports Direct,South,Texas,Dallas,Men's Athletic Footwear,54,176,950,485,Online,Low,22281
22368,Sports Direct,South,Tennessee,Knoxville,Men's Athletic Footwear,24,176,422,215,Online,High,22281
22292,West Gear,Southeast,Florida,Orlando,Women's Apparel,44,176,774,503,Online,Low,22281
22593,West Gear,Northeast,New York,Albany,Women's Apparel,68,176,1197,766,Online,Low,22281
22455,Foot Locker,Southeast,Virginia,Richmond,Men's Athletic Footwear,62,176,1091,502,Online,Low,22281
22508,Sports Direct,Midwest,Michigan,Detroit,Women's Apparel,45,176,792,539,Online,Low,22281
22528,Sports Direct,West,Idaho,Boise,Men's Street Footwear,50,176,880,440,Online,High,22281
22618,Foot Locker,West,Idaho,Boise,Women's Street Footwear,56,176,986,513,Online,High,22281
22518,Kohl's,West,New Mexico,Albuquerque,Men's Athletic Footwear,60,176,1056,549,Online,High,22281
22444,Sports Direct,Southeast,Georgia,Atlanta,Men's Street Footwear,46,176,810,429,Online,Low,22281
22560,Foot Locker,Southeast,South Carolina,Charleston,Women's Street Footwear,41,176,722,281,Online,High,22281
22560,Foot Locker,Southeast,South Carolina,Charleston,Women's Athletic Footwear,41,176,722,289,Online,Low,22281
22495,Sports Direct,Southeast,North Carolina,Charlotte,Men's Apparel,53,176,933,448,Online,Low,22281
22557,Sports Direct,Southeast,North Carolina,Charlotte,Women's Apparel,48,176,845,532,Online,Low,22281
22477,Walmart,South,Mississippi,Jackson,Women's Apparel,61,176,1074,655,Online,Low,22281
22303,Sports Direct,South,Mississippi,Jackson,Men's Street Footwear,24,176,422,215,Online,High,22281
22503,Amazon,Northeast,Vermont,Burlington,Men's Street Footwear,58,176,1021,612,Online,High,22281
22119,Sports Direct,South,Texas,Houston,Men's Apparel,26,176,458,156,Outlet,High,21915
22361,Kohl's,West,California,Los Angeles,Women's Athletic Footwear,36,176,634,247,Outlet,Low,22281
21948,West Gear,West,Nevada,Las Vegas,Women's Street Footwear,46,176,810,389,Outlet,Low,21915
22418,Sports Direct,South,Tennessee,Knoxville,Women's Athletic Footwear,44,176,774,465,Outlet,High,22281
22299,Sports Direct,Southeast,Virginia,Richmond,Women's Street Footwear,18,176,317,101,Outlet,High,22281
22418,West Gear,South,Louisiana,New Orleans,Men's Street Footwear,32,176,563,242,Outlet,High,22281
22375,West Gear,West,Idaho,Boise,Women's Apparel,23,176,405,231,Outlet,High,22281
22296,Kohl's,South,Oklahoma,Oklahoma City,Men's Street Footwear,17,176,299,114,Outlet,Low,22281
22439,Foot Locker,Northeast,Rhode Island,Providence,Men's Street Footwear,36,176,634,253,Outlet,High,22281
22438,Foot Locker,Midwest,Illinois,Chicago,Men's Athletic Footwear,45,175,7875,2756,Outlet,High,22281
22457,Foot Locker,Midwest,Illinois,Chicago,Women's Street Footwear,50,175,8750,3063,Outlet,Low,22281
22464,Foot Locker,Midwest,Illinois,Chicago,Women's Athletic Footwear,40,175,7000,2800,Outlet,Low,22281
22465,Foot Locker,Midwest,Illinois,Chicago,Men's Apparel,50,175,8750,3063,Outlet,Low,22281
22482,Foot Locker,Midwest,Illinois,Chicago,Women's Athletic Footwear,40,175,7000,2800,Outlet,Low,22281
22483,Foot Locker,Midwest,Illinois,Chicago,Men's Apparel,50,175,8750,3063,Outlet,Low,22281
22494,Foot Locker,Midwest,Illinois,Chicago,Women's Athletic Footwear,50,175,8750,3500,Outlet,High,22281
22589,Foot Locker,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,40,175,7000,2800,Outlet,Low,22281
22592,Foot Locker,Northeast,Pennsylvania,Philadelphia,Women's Apparel,50,175,8750,2188,Outlet,Low,22281
22222,Foot Locker,Midwest,Minnesota,Minneapolis,Women's Apparel,40,175,7000,3150,In-store,Low,21915
22228,Foot Locker,Midwest,Minnesota,Minneapolis,Women's Apparel,40,175,7000,3150,In-store,Low,21915
22250,Foot Locker,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,35,175,6125,2144,Outlet,Low,21915
22429,Foot Locker,Midwest,Nebraska,Omaha,Women's Street Footwear,25,175,4375,1531,Outlet,Low,22281
22453,Foot Locker,Midwest,Nebraska,Omaha,Women's Street Footwear,30,175,5250,1838,Outlet,Low,22281
22460,Foot Locker,Midwest,Nebraska,Omaha,Women's Athletic Footwear,35,175,6125,2450,Outlet,High,22281
22461,Foot Locker,Midwest,Nebraska,Omaha,Men's Apparel,45,175,7875,2756,Outlet,High,22281
22591,Amazon,Northeast,Maine,Portland,Women's Street Footwear,45,175,7875,3150,Outlet,Low,22281
22333,Amazon,West,Alaska,Anchorage,Women's Athletic Footwear,50,175,8750,2188,Outlet,High,22281
22290,Foot Locker,West,Alaska,Anchorage,Men's Apparel,50,175,8750,1313,Outlet,Low,22281
22425,Foot Locker,Southeast,Virginia,Richmond,Men's Apparel,45,175,7875,3150,In-store,Low,22281
22425,West Gear,West,Oregon,Portland,Men's Apparel,45,175,7875,3150,In-store,High,22281
22328,West Gear,South,Louisiana,New Orleans,Men's Apparel,50,175,8750,3938,In-store,High,22281
22387,West Gear,South,Louisiana,New Orleans,Men's Apparel,45,175,7875,3544,In-store,Low,22281
22324,Sports Direct,Southeast,Georgia,Atlanta,Men's Apparel,45,175,7875,2756,Online,High,22281
22392,Amazon,Southeast,Kentucky,Louisville,Men's Athletic Footwear,45,175,7875,2756,Online,High,22281
22392,Amazon,Southeast,Kentucky,Louisville,Women's Street Footwear,40,175,7000,2800,Online,Low,22281
22332,West Gear,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,20,175,3500,1400,Online,Low,22281
22358,West Gear,South,Oklahoma,Oklahoma City,Men's Apparel,35,175,6125,2144,Online,Low,22281
22390,West Gear,South,Oklahoma,Oklahoma City,Men's Apparel,40,175,7000,2450,Online,High,22281
22292,Foot Locker,Midwest,Kansas,Wichita,Men's Apparel,50,175,8750,3063,Online,Low,22281
22323,Foot Locker,Midwest,Kansas,Wichita,Men's Athletic Footwear,40,175,7000,2100,Online,High,22281
22323,Foot Locker,Midwest,South Dakota,Sioux Falls,Men's Apparel,50,175,8750,3063,Online,Low,22281
22413,Foot Locker,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,45,175,7875,2363,Online,High,22281
22443,Foot Locker,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,35,175,6125,1838,Online,High,22281
22443,Foot Locker,Midwest,South Dakota,Sioux Falls,Men's Apparel,45,175,7875,2756,Online,Low,22281
22472,Foot Locker,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,40,175,7000,2100,Online,Low,22281
22504,Foot Locker,Midwest,South Dakota,Sioux Falls,Men's Apparel,50,175,8750,3063,Online,Low,22281
22536,Foot Locker,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,35,175,6125,1838,Online,Low,22281
22289,Sports Direct,Midwest,South Dakota,Sioux Falls,Men's Apparel,45,175,7875,2756,Online,High,22281
22320,Sports Direct,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,35,175,6125,1838,Online,Low,22281
22320,Sports Direct,Midwest,North Dakota,Fargo,Men's Apparel,45,175,7875,2756,Online,Low,22281
22410,Sports Direct,Midwest,North Dakota,Fargo,Women's Street Footwear,40,175,7000,2100,In-store,Low,22281
22440,Sports Direct,Midwest,North Dakota,Fargo,Women's Athletic Footwear,30,175,5250,1575,In-store,High,22281
22440,Sports Direct,Midwest,North Dakota,Fargo,Men's Apparel,40,175,7000,2450,In-store,Low,22281
22469,Sports Direct,Midwest,North Dakota,Fargo,Women's Athletic Footwear,40,175,7000,2100,In-store,Low,22281
22501,Sports Direct,Midwest,North Dakota,Fargo,Men's Apparel,50,175,8750,3063,In-store,High,22281
22533,Sports Direct,Midwest,North Dakota,Fargo,Women's Street Footwear,30,175,5250,1575,In-store,Low,22281
22593,Foot Locker,Midwest,North Dakota,Fargo,Women's Athletic Footwear,40,175,7000,2100,In-store,High,22281
22344,Foot Locker,Midwest,Iowa,Des Moines,Men's Athletic Footwear,20,175,3500,1225,In-store,High,22281
22376,Foot Locker,Midwest,Iowa,Des Moines,Men's Athletic Footwear,20,175,3500,1225,In-store,High,22281
22376,Foot Locker,Midwest,Iowa,Des Moines,Women's Street Footwear,10,175,1750,525,In-store,Low,22281
22437,Foot Locker,Midwest,Iowa,Des Moines,Women's Athletic Footwear,25,175,4375,1313,In-store,Low,22281
22437,Foot Locker,Midwest,Iowa,Des Moines,Men's Apparel,35,175,6125,3063,In-store,Low,22281
22466,Foot Locker,Midwest,Iowa,Des Moines,Women's Athletic Footwear,40,175,7000,2100,In-store,Low,22281
22498,Foot Locker,Midwest,Iowa,Des Moines,Men's Apparel,50,175,8750,4375,In-store,Low,22281
22530,Foot Locker,Midwest,Iowa,Des Moines,Women's Street Footwear,25,175,4375,1313,In-store,High,22281
22341,West Gear,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,20,175,3500,1225,In-store,Low,22281
22404,West Gear,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,35,175,6125,1838,In-store,High,22281
22404,West Gear,Midwest,Wisconsin,Milwaukee,Men's Apparel,45,175,7875,3938,In-store,Low,22281
22434,West Gear,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,25,175,4375,1313,In-store,High,22281
22434,West Gear,Midwest,Wisconsin,Milwaukee,Men's Apparel,35,175,6125,3063,In-store,High,22281
22463,West Gear,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,40,175,7000,2100,In-store,Low,22281
22495,West Gear,Midwest,Wisconsin,Milwaukee,Men's Apparel,50,175,8750,4375,In-store,High,22281
22348,West Gear,Midwest,Indiana,Indianapolis,Men's Apparel,35,175,6125,1838,In-store,Low,22281
22411,West Gear,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,35,175,6125,2144,In-store,High,22281
22441,West Gear,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,30,175,5250,1838,In-store,Low,22281
22441,West Gear,Midwest,Indiana,Indianapolis,Men's Apparel,40,175,7000,2100,In-store,High,22281
22470,West Gear,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,45,175,7875,2756,In-store,High,22281
22502,West Gear,Midwest,Indiana,Indianapolis,Men's Apparel,50,175,8750,2625,In-store,High,22281
22534,West Gear,Midwest,Indiana,Indianapolis,Women's Street Footwear,25,175,4375,1531,In-store,High,22281
22328,West Gear,Northeast,West Virginia,Charleston,Women's Athletic Footwear,35,175,6125,2450,In-store,High,22281
22355,West Gear,Northeast,West Virginia,Charleston,Women's Athletic Footwear,25,175,4375,1750,In-store,High,22281
22387,West Gear,Northeast,West Virginia,Charleston,Women's Athletic Footwear,25,175,4375,1750,In-store,Low,22281
22333,West Gear,Northeast,West Virginia,Charleston,Women's Street Footwear,25,175,4375,1531,In-store,Low,22281
22359,West Gear,Northeast,Maryland,Baltimore,Women's Street Footwear,25,175,4375,1531,In-store,High,22281
22359,West Gear,Northeast,Maryland,Baltimore,Women's Apparel,35,175,6125,1838,In-store,High,22281
22420,West Gear,Northeast,Maryland,Baltimore,Men's Athletic Footwear,45,175,7875,2756,In-store,Low,22281
22453,Foot Locker,Northeast,Maryland,Baltimore,Women's Street Footwear,40,175,7000,2450,In-store,High,22281
22481,Sports Direct,Northeast,Maryland,Baltimore,Men's Apparel,50,175,8750,2625,In-store,Low,22281
22388,Amazon,Northeast,New Hampshire,Manchester,Men's Apparel,60,175,10500,3150,In-store,High,22281
22297,Foot Locker,Northeast,Maryland,Baltimore,Women's Athletic Footwear,35,175,6125,2450,In-store,Low,22281
22352,Foot Locker,Northeast,Delaware,Wilmington,Men's Apparel,50,175,8750,2625,In-store,High,22281
22290,Kohl's,Northeast,Delaware,Wilmington,Men's Apparel,45,175,7875,2363,In-store,High,22281
22319,Kohl's,Northeast,Delaware,Wilmington,Men's Athletic Footwear,35,175,6125,2144,In-store,High,22281
22319,Kohl's,Northeast,New Jersey,Newark,Men's Apparel,45,175,7875,2363,In-store,High,22281
22377,Kohl's,Northeast,New Jersey,Newark,Men's Athletic Footwear,35,175,6125,2144,In-store,Low,22281
22377,Kohl's,Northeast,New Jersey,Newark,Women's Street Footwear,25,175,4375,1750,In-store,Low,22281
22499,Kohl's,Northeast,New Jersey,Newark,Men's Apparel,50,175,8750,2625,In-store,High,22281
22529,Kohl's,Northeast,New Jersey,Newark,Women's Street Footwear,40,175,7000,2800,In-store,Low,22281
22526,Sports Direct,Northeast,Connecticut,Hartford,Women's Athletic Footwear,45,175,7875,2363,In-store,High,22281
22319,Foot Locker,Northeast,Connecticut,Hartford,Women's Street Footwear,25,175,4375,1750,In-store,Low,22281
22345,Foot Locker,Northeast,Rhode Island,Providence,Women's Street Footwear,25,175,4375,1750,In-store,High,22281
22345,Foot Locker,Northeast,Rhode Island,Providence,Women's Apparel,35,175,6125,2450,In-store,Low,22281
22406,Foot Locker,Northeast,Rhode Island,Providence,Men's Athletic Footwear,45,175,7875,2756,In-store,High,22281
22406,Foot Locker,Northeast,Rhode Island,Providence,Men's Apparel,50,175,8750,2625,In-store,High,22281
22352,Sports Direct,Northeast,Massachusetts,Boston,Men's Athletic Footwear,40,175,7000,2100,In-store,High,22281
22413,Sports Direct,Northeast,Massachusetts,Boston,Women's Athletic Footwear,45,175,7875,1969,In-store,Low,22281
22506,Sports Direct,Northeast,Massachusetts,Boston,Women's Athletic Footwear,45,175,7875,1969,In-store,High,22281
22294,Amazon,Northeast,Massachusetts,Boston,Women's Athletic Footwear,40,175,7000,2450,In-store,Low,22281
22301,Amazon,Northeast,Vermont,Burlington,Women's Athletic Footwear,45,175,7875,2363,In-store,Low,22281
22388,Amazon,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,45,175,7875,2363,In-store,High,22281
22118,Sports Direct,Northeast,New York,New York,Women's Athletic Footwear,34,175,595,327,Online,Low,21915
22124,Sports Direct,South,Texas,Houston,Women's Athletic Footwear,34,175,595,357,Online,Low,21915
22167,Walmart,South,Texas,Houston,Men's Apparel,44,175,770,331,Online,Low,21915
22223,West Gear,South,Texas,Houston,Women's Athletic Footwear,48,175,840,336,Online,High,21915
22326,West Gear,West,California,San Francisco,Men's Apparel,59,175,1033,620,Online,Low,22281
22379,Kohl's,West,California,Los Angeles,Women's Street Footwear,49,175,858,472,Online,High,22281
22392,Kohl's,West,California,Los Angeles,Women's Athletic Footwear,44,175,770,370,Online,Low,22281
22416,Kohl's,West,California,Los Angeles,Women's Athletic Footwear,48,175,840,378,Online,High,22281
22522,Sports Direct,South,Texas,Dallas,Men's Athletic Footwear,28,175,490,235,Online,Low,22281
22529,Sports Direct,South,Texas,Dallas,Women's Street Footwear,24,175,420,197,Online,High,22281
22099,West Gear,West,Washington,Seattle,Women's Street Footwear,78,175,1365,478,Online,High,21915
22136,Foot Locker,West,Washington,Seattle,Women's Athletic Footwear,38,175,665,266,Online,Low,21915
22148,Foot Locker,Southeast,Florida,Miami,Women's Athletic Footwear,36,175,630,252,Online,High,21915
22029,West Gear,Southeast,Florida,Miami,Women's Athletic Footwear,49,175,858,369,Online,Low,21915
22541,Sports Direct,South,Alabama,Birmingham,Men's Street Footwear,51,175,893,536,Online,High,22281
22561,Sports Direct,South,Alabama,Birmingham,Women's Street Footwear,64,175,1120,694,Online,Low,22281
22441,West Gear,Northeast,New York,Albany,Men's Athletic Footwear,54,175,945,454,Online,High,22281
22518,Kohl's,West,New Mexico,Albuquerque,Men's Street Footwear,56,175,980,490,Online,High,22281
22505,Sports Direct,Southeast,Georgia,Atlanta,Men's Athletic Footwear,58,175,1015,528,Online,High,22281
22528,Foot Locker,Southeast,South Carolina,Charleston,Men's Apparel,48,175,840,386,Online,High,22281
22525,Sports Direct,Southeast,North Carolina,Charlotte,Women's Street Footwear,28,175,490,250,Online,Low,22281
22436,Sports Direct,Northeast,Connecticut,Hartford,Men's Street Footwear,50,175,875,481,Online,High,22281
22425,Foot Locker,Southeast,Virginia,Richmond,Men's Street Footwear,39,175,683,273,Outlet,Low,22281
22328,West Gear,West,Oregon,Portland,Men's Street Footwear,24,175,420,189,Outlet,Low,22281
22541,West Gear,South,Louisiana,New Orleans,Men's Street Footwear,33,175,578,243,Outlet,Low,22281
